name,authorUri,publicationUri,title,keywords
Carla Andrea Guillén Sarmiento,http://ucuenca.edu.ec/resource/author/carla-andrea-guillén-sarmiento,http://ucuenca.edu.ec/wkhuska/publication/automatic-performance-analysis-of-large-scale,Automatic Performance Analysis of Large Scale Simulations.,"Large Scale Simulation, Parallel Architecture, Parallel Programs, Performance Analysis"
"Cartuche, Luis",http://ucuenca.edu.ec/resource/author/luis-cartuche,http://ucuenca.edu.ec/wkhuska/publication/chemical-composition-and-biological-activity-of-the-essential-oil-of-baccharis-obtusifolia-kunth-from,"Chemical composition and biological activity of the essential oil of Baccharis obtusifolia Kunth from Loja, Ecuador""@e","antibacterial activity and antifungal activity, Asteraceae, Baccharis obtusifolia, limonene, Trichophyton mentagrophytes, Trichophyton rubrum"
"Flores Pozo, Samuel Marcelino",http://ucuenca.edu.ec/resource/author/samuel-marcelino-flores-pozo,http://ucuenca.edu.ec/wkhuska/publication/predicting-flexible-hinges-by-identification-of-stable,FlexOracle: predicting flexible hinges by identification of stable domains.,"Force Field, Free Energy, Knowledge Base, Molecular Mechanics, protein-ligand interaction"
"Soto Andrade, Elena",http://ucuenca.edu.ec/resource/author/elena-soto-andrade,http://ucuenca.edu.ec/wkhuska/publication/scheduling-as-heuristic-search-with-state-space,Scheduling as Heuristic Search with State Space Reduction.,"Experimental Study, Heuristic Search, Job Shop Scheduling Problem, Optimal Scheduling, Optimal Solution, Search Space, State Space, State Space Reduction"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/communication-model-based-on-the-2-tuple-fuzzy-linguistic-representation-for-distributed-intelligent-agent-system-on,A communication model based on the 2-tuple fuzzy linguistic representation for a distributed intelligent agent system on Internet.,"Communication Model, Computing With Words, Information Gathering, Information Retrieval, Intelligent Agent"
"Abad, Cristina",http://ucuenca.edu.ec/resource/author/cristina-abad,http://ucuenca.edu.ec/wkhuska/publication/log-correlation-for-intrusion-proof-of,Log Correlation for Intrusion Detection: A Proof of Concept.,"Anomaly Detection, Correlated Data, Data Mining, False Positive, Intrusion Detection, Intrusion Detection System, Networked Systems, Proof of Concept"
HIDALGO TRUJILLO SILVANA IVONNE,http://ucuenca.edu.ec/resource/author/silvana-ivonne-hidalgo-trujillo,http://ucuenca.edu.ec/wkhuska/publication/the-rate-and-temperature-of-reaction-of-clf3-with-silicate-and-their-relevance-to-oxygen-isotope-analysis,"The rate and temperature of reaction of ClF3 with silicate minerals, and their relevance to oxygen isotope analysis",Oxygen Isotope
"Jallon, P",http://ucuenca.edu.ec/resource/author/pjallon,http://ucuenca.edu.ec/wkhuska/publication/matched-filter-based-algorithm-for-blind-recognition-of-ofdm,Matched Filter Based Algorithm for Blind Recognition of OFDM Systems.,"Cognitive Radio, Computer Simulation, Cost Function, Efficient Algorithm, Fading Channel, Matched Filter, Multipath Channel, Non Data Aided, Parameter Estimation"
"Espinoza, Mauricio",http://ucuenca.edu.ec/resource/author/mauricio-espinoza,http://ucuenca.edu.ec/wkhuska/publication/discovering-and-merging-keyword-senses-using-ontology,Discovering and Merging Keyword Senses using Ontology Matching.,"Information Integration, Information Retrieval, Ontology Matching, Semantic Search, Statistical Techniques, Web Search"
"Cartuche, Luis",http://ucuenca.edu.ec/resource/author/luis-cartuche,http://ucuenca.edu.ec/wkhuska/publication/characterization-and-antibacterial-activity-of-electrospun-fibers-loaded-with-amoxicillin-for-controlled-release-in-biomedical,"Preparation, characterization and antibacterial activity of poly(ε-caprolactone) electrospun fibers loaded with amoxicillin for controlled release in biomedical applications""@e","Amoxicillin, Antibacterial activity, Electrospinning, Nanofibers, Poly(ε-caprolactone)"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/linguistic-decision-based-model-applied-to-olive-oil-sensory,A Linguistic Decision Based Model Applied to Olive Oil Sensory Evaluation.,"Decision Analysis, Evaluation Model, Human Perception, Olive Oil, Product Design, Sensory Evaluation"
"Sánchez Romero, Hugo",http://ucuenca.edu.ec/resource/author/hugo-sánchez-romero,http://ucuenca.edu.ec/wkhuska/publication/validation-of-cut-points-of-skeletal-muscle-mass-index-for-identifying-sarcopenia-in-chilean-older,"Validation of cut points of skeletal muscle mass index for identifying sarcopenia in chilean older people""@e","Older adults, Sarcopenia, Skeletal muscle mass index"
Carmen Rosita Contreras Sacoto,http://ucuenca.edu.ec/resource/author/carmen-rosita-contreras-sacoto,http://ucuenca.edu.ec/wkhuska/publication/full-impact-of-laboratory-information-system-requires-direct-use-by-clinical-cluster-randomized-controlled,Full impact of laboratory information system requires direct use by clinical staff: cluster randomized controlled trial.,"and Forward, Control Group, Drug Susceptibility Testing, Intervention Group, Laboratory Information System, Peru, Point of Care, Randomized Controlled Trial, Web Accessibility, web-based information system"
"Alvarez Patiño, Lorena Verónica",http://ucuenca.edu.ec/resource/author/lorena-verónica-alvarez-patiño,http://ucuenca.edu.ec/wkhuska/publication/automatic-sound-classification-for-improving-speech-intelligibility-in-hearing-aids-using-layered,Automatic Sound Classification for Improving Speech Intelligibility in Hearing Aids Using a Layered Structure.,"Classification Algorithm, Divide and Conquer, Fisher Linear Discriminant, Hearing Aid, Layered Structure, Neural Network, Sound Classification, Speech Intelligibility"
"Bravo, Sonia",http://ucuenca.edu.ec/resource/author/sonia-bravo,http://ucuenca.edu.ec/wkhuska/publication/an-agent-based-component-framework-for-developing-multi-modal-services-using-natural,BOGAR_LN: An Agent Based Component Framework for Developing Multi-modal Services Using Natural Language.,"Agent Based, Agent Modeling, Application Development, Component Framework, Information Design, Mixed Initiative, Natural Language, Reusable Component, Spoken Dialog System"
"Crespo C. , Juan Manuel",http://ucuenca.edu.ec/resource/author/juan-manuel-crespo-c,http://ucuenca.edu.ec/wkhuska/publication/framework-for-the-analysis-of-access-control-models-for-interactive-mobile,A Framework for the Analysis of Access Control Models for Interactive Mobile Devices.,"Access Control Models, Access Control Policy, Application Development, Mobile Device, Mobile Information Device Profile, Model Building, Proof Assistant, Satisfiability, Security Model"
"Iwata, Hiroyuki",http://ucuenca.edu.ec/resource/author/hiroyuki-iwata,http://ucuenca.edu.ec/wkhuska/publication/low-power-decompressor-and-prpg-with-constant-value,Low Power Decompressor and PRPG with Constant Value Broadcast.,"Built In Self Test, Low Power, Power Consumption, Power Dissipation, Switching Activity"
"Jallon, P",http://ucuenca.edu.ec/resource/author/pjallon,http://ucuenca.edu.ec/wkhuska/publication/second-order-based-cyclic-frequency-the-case-of-digital-communication,Second-Order Based Cyclic Frequency Estimates: The Case of Digital Communication Signals.,"Digital Communication, Frequency Estimation, Second Order"
Álvaro Giovany Carrera Acero,http://ucuenca.edu.ec/resource/author/álvaro-giovany-carrera-acero,http://ucuenca.edu.ec/wkhuska/publication/lightweight-approach-to-distributed-network-diagnosis-under,A Lightweight Approach to Distributed Network Diagnosis under Uncertainty.,"Agent Platform, bayesian network, Distributed Networks, Multi Agent System, Service Management"
"Escobar Cobos, Santiago Andrés",http://ucuenca.edu.ec/resource/author/santiago-andrés-escobar-cobos,http://ucuenca.edu.ec/wkhuska/publication/unification-and-narrowing-in-maude,Unification and Narrowing in Maude 2.4.,"High Performance, Open Source Development, Rewriting Logic"
"Solano-Quinde, Lizandro D",http://ucuenca.edu.ec/resource/author/lizandro-d-solano-quinde,http://ucuenca.edu.ec/wkhuska/publication/module-prototype-for-online-failure-prediction-for-the-ibm-blue,Module Prototype for Online Failure Prediction for the IBM Blue Gene/L.,"Failure Analysis, Failure Prediction, Fault Tolerant, High Performance, Large Scale, Parallel Systems, Scientific Application, Software Fault Tolerance"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/adaptive-local-search-parameters-for-real-coded-memetic,Adaptive local search parameters for real-coded memetic algorithms.,"Evolutionary Computing, Local Search, memetic algorithm"
"Abad, Cristina",http://ucuenca.edu.ec/resource/author/cristina-abad,http://ucuenca.edu.ec/wkhuska/publication/adaptive-data-replication-for-efficient-cluster,DARE: Adaptive Data Replication for Efficient Cluster Scheduling.,Data Replication
"Delgado G. , Cecilia",http://ucuenca.edu.ec/resource/author/cecilia-delgado-g,http://ucuenca.edu.ec/wkhuska/publication/monitoring-web-data-sources-using-temporal-properties-as-an-external-resources-of-data,Monitoring web data sources using temporal properties as an external resources of a data warehouse.,"Data Warehouse, Temporal Properties"
"Valarezo, Karina (dir)",http://ucuenca.edu.ec/resource/author/karina-valarezo,http://ucuenca.edu.ec/wkhuska/publication/analysis-of-the-and-collective-h-index-of-the-communication-research-carried-out-in-spain-based-on-the-information-shared-by-researchers-in-their-individual-google-scholar,"Analysis of the productivity, impact, and collective h-index of the communication research carried out in Spain based on the information shared by researchers in their individual Google Scholar profiles""@e","Communication research, Google Scholar, Google Scholar metrics, H-index, Impact, Research productivity"
"Bravo Araneda, Gonzalo",http://ucuenca.edu.ec/resource/author/gonzalo-bravo-araneda,http://ucuenca.edu.ec/wkhuska/publication/site-and-intent-to-an-exploratory-study-of-the-perceptions-of-rights-holders-of-small-scale-sporting,"Site selection, satisfaction, and intent to return: An exploratory study of the perceptions of rights holders of small-scale sporting events""@e","Event rights holders, Intent to return, Satisfaction, Service quality, Site selection"
"Crespo Torres, Cristina",http://ucuenca.edu.ec/resource/author/cristina-crespo-torres,http://ucuenca.edu.ec/wkhuska/publication/effect-of-anatomical-reconstruction-algorithms-and-scattered-photons-on-the-spm-output-of-brain-pet,"Effect of anatomical variability, reconstruction algorithms and scattered photons on the SPM output of brain PET studies.","3d reconstruction, Functional Imaging, Magnetic Resonance Image, Monte Carlo Simulation, Posterior Cingulate Cortex, Reconstruction Algorithm, Sample Size, Scatter Correction, Statistical Analysis, Statistical Evaluation, Statistical Parametric Map, Temporal Cortex"
"Escudero Arciniegas, Javier Omar",http://ucuenca.edu.ec/resource/author/javier-omar-escudero-arciniegas,http://ucuenca.edu.ec/wkhuska/publication/spectral-and-nonlinear-analyses-of-meg-background-activity-in-patients-with,Spectral and Nonlinear Analyses of MEG Background Activity in Patients With Alzheimer's Disease.,"Control Subjects, Leave One Out Cross Validation, lempel ziv, Linear Discriminate Analysis, Median Frequency"
"Carpio Argudo, Ana María",http://ucuenca.edu.ec/resource/author/ana-maría-carpio-argudo,http://ucuenca.edu.ec/wkhuska/publication/wavefronts-for-discrete-two-dimensional-nonlinear-diffusion,Wavefronts for discrete two-dimensional nonlinear diffusion equations.,"Dislocations, Nonlinear Diffusion, Traveling Wave, Two Dimensions"
"Benavides Pérez, David Andrés",http://ucuenca.edu.ec/resource/author/david-andrés-benavides-pérez,http://ucuenca.edu.ec/wkhuska/publication/mapping-feature-models-onto-component-models-to-build-dynamic-software-product,Mapping Feature Models onto Component Models to Build Dynamic Software Product Lines.,"Component Model, Feature Modeling, Software Product Line"
"Cedillo Castro, Priscila Bernardita",http://ucuenca.edu.ec/resource/author/priscila-bernardita-cedillo-castro,http://ucuenca.edu.ec/wkhuska/publication/towards-monitoring-middleware-for-cloud,Towards a Monitoring Middleware for Cloud Services.,"Embedded Device, Environmental Parameter, Middleware, Physical Environment, Power Supply, Sensor Network, Wireless Communication"
"Rodríguez Avila, Diana",http://ucuenca.edu.ec/resource/author/diana-rodríguez-avila,http://ucuenca.edu.ec/wkhuska/publication/idiopathic-subarachnoid-space-enlargement-in-simple-anatomic-variant-or-hemorrhagic-risk,"Idiopathic subarachnoid space enlargement in infancy: Simple anatomic variant or hemorrhagic risk factor?""@f","Hematoma, subdural, Hydrocephalus, Meninges, Subarachnoid hemorrhage"
HIDALGO TRUJILLO SILVANA IVONNE,http://ucuenca.edu.ec/resource/author/silvana-ivonne-hidalgo-trujillo,http://ucuenca.edu.ec/wkhuska/publication/volcanic-record-of-the-subduction-of-an-active-spreading-taitao-peninsula,"Volcanic record of the subduction of an active spreading ridge, Taitao peninsula (southern Chile)","Crustal Contamination, Field Data, Mid Ocean Ridge Basalt, Shallow Water"
"Moreno Tapia, Lucía Margoth",http://ucuenca.edu.ec/resource/author/lucía-margoth-moreno-tapia,http://ucuenca.edu.ec/wkhuska/publication/knowledge-engineering-system-for,BIKMAS: A Knowledge Engineering System for Bioinformatics.,"Information System, Interactive User Interface, Knowledge Engineering, Knowledge Management, Knowledge Management System, Object Oriented Database"
"Alvarez Almeida, Santiago Renato",http://ucuenca.edu.ec/resource/author/santiago-renato-alvarez-almeida,http://ucuenca.edu.ec/wkhuska/publication/symmetry-operation,Symmetry operation measures.,"Analytic Solution, Mirror Symmetry, Molecular Structure"
